Player,ID,Position,Handedness,Height (in),Weight (lbs),Birthday,Nationality
CHRISTIAN WOLANIN,8478846.0,D,L,74.0,190.0,1995-03-17,CAN
NIKITA TOLOPILO,8484268.0,G,L,78.0,229.0,2000-04-06,BLR
WALKER DUEHR,8482652.0,R,R,74.0,210.0,1997-11-23,USA
NIKITA OKHOTIUK,8481537.0,D,L,73.0,195.0,2000-12-04,RUS
BRENDAN BRISSON,8482153.0,C,L,72.0,191.0,2001-10-22,USA
GRIGORI DENISENKO,8480844.0,L,R,71.0,196.0,2000-06-24,RUS
ALEXANDER HOLTZ,8482125.0,R,R,72.0,195.0,2002-01-23,SWE
MASON MORELLI,8481462.0,L,L,73.0,198.0,1996-02-01,USA
JONAS RONDBJERG,8480007.0,R,L,74.0,202.0,1999-03-31,DNK
DYSIN MAYO,8478062.0,D,R,72.0,189.0,1996-08-17,CAN
CHRISTOFFER SEDOFF,8482138.0,D,L,73.0,201.0,2002-02-20,FIN
ISAIAH SAVILLE,8481520.0,G,R,73.0,207.0,2000-09-21,USA
JESPER VIKMAN,8482484.0,G,L,76.0,205.0,2002-03-11,SWE
JEAN-LUC FOUDY,8482147.0,C,R,71.0,177.0,2002-05-13,CAN
CHRIS WAGNER,8475780.0,R,R,72.0,192.0,1991-05-27,USA
JACK AHCAN,8482072.0,D,L,68.0,180.0,1997-05-18,USA
TRENT MINER,8481529.0,G,L,73.0,185.0,2001-02-05,CAN
ZACK MACEWEN,8479772.0,R,R,76.0,240.0,1996-07-08,CAN
JULIEN GAUTHIER,8479328.0,R,R,76.0,226.0,1997-10-15,CAN
RUSLAN ISKHAKOV,8481016.0,C,L,68.0,170.0,2000-07-22,RUS
OLIVER WAHLSTROM,8480789.0,R,R,74.0,200.0,2000-06-13,USA
SAMUEL BOLDUC,8481541.0,D,L,76.0,220.0,2000-12-09,CAN
JAKUB SKAREK,8480819.0,G,L,76.0,206.0,1999-11-10,CZE
OSKAR BACK,8480840.0,C,L,75.0,210.0,2000-03-12,SWE
MATĚJ  BLÜMEL,8481712.0,R,L,72.0,201.0,2000-05-31,CZE
ALEXANDER PETROVIC,8475755.0,D,R,77.0,208.0,1992-03-03,CAN
RÉMI POIRIER,8482465.0,G,L,74.0,206.0,2001-10-06,CAN
GAVIN BRINDLEY,8484149.0,C,R,69.0,175.0,2004-10-05,USA
JOHNNY GAUDREAU,8476346.0,L,L,69.0,163.0,1993-08-13,USA
LIAM OHGREN,8483499.0,L,L,72.0,187.0,2004-01-28,SWE
JUSTIN BAILEY,8477473.0,R,R,76.0,214.0,1995-07-01,USA
THOMAS BORDELEAU,8482133.0,C,L,70.0,175.0,2002-01-03,USA
GIVANI SMITH,8479379.0,R,L,74.0,214.0,1998-02-27,CAN
MATT BENNING,8476988.0,D,R,73.0,203.0,1994-05-25,CAN
CONOR SHEARY,8477839.0,L,L,68.0,179.0,1992-06-08,USA
JESPER FAST,8475855.0,R,R,73.0,191.0,1991-12-02,SWE
EVGENY KUZNETSOV,8475744.0,C,L,74.0,207.0,1992-05-19,RUS
BRENDAN LEMIEUX,8477962.0,L,L,73.0,215.0,1996-03-15,USA
BRADLY NADEAU,8484203.0,L,R,70.0,161.0,2005-05-05,CAN
RYAN SUZUKI,8481576.0,C,L,72.0,176.0,2001-05-28,CAN
DYLAN COGHLAN,8479639.0,D,R,74.0,208.0,1998-02-19,CAN
RONAN SEELEY,8482187.0,D,L,72.0,176.0,2002-08-02,CAN
SPENCER MARTIN,8477484.0,G,L,75.0,191.0,1995-06-08,CAN
RYAN JOHANSEN,8475793.0,C,R,75.0,218.0,1992-07-31,CAN
MICHAEL SGARBOSSA,8475958.0,C,L,72.0,179.0,1992-07-25,CAN
ETHAN BEAR,8478451.0,D,R,71.0,197.0,1997-06-26,CAN
NATHAN BASTIAN,8479414.0,R,R,76.0,205.0,1997-12-06,CAN
JESPER BRATT,8479407.0,L,L,70.0,175.0,1998-07-30,SWE
PAUL COTTER,8481032.0,C,L,74.0,213.0,1999-11-16,USA
JUSTIN DOWLING,8475413.0,C,L,70.0,180.0,1990-10-01,CAN
CODY GLASS,8479996.0,C,R,75.0,201.0,1999-04-01,CAN
ERIK HAULA,8475287.0,L,L,71.0,191.0,1991-03-23,FIN
NICO HISCHIER,8480002.0,C,L,73.0,175.0,1999-01-04,CHE
JACK HUGHES,8481559.0,C,L,71.0,175.0,2001-05-14,USA
CURTIS LAZAR,8477508.0,C,R,72.0,203.0,1995-02-02,CAN
KURTIS MACDERMID,8477073.0,L,L,77.0,233.0,1994-03-25,CAN
TIMO MEIER,8478414.0,R,L,73.0,220.0,1996-10-08,CHE
DAWSON MERCER,8482110.0,C,R,72.0,180.0,2001-10-27,CAN
STEFAN NOESEN,8476474.0,R,R,73.0,205.0,1993-02-12,USA
ONDREJ PALAT,8476292.0,L,L,72.0,194.0,1991-03-28,CZE
DANIEL SPRONG,8478466.0,R,R,72.0,195.0,1997-03-17,NLD
TOMAS TATAR,8475193.0,L,L,70.0,173.0,1990-12-01,SVK
DENNIS CHOLOWSKI,8479395.0,D,L,74.0,210.0,1998-02-15,CAN
BRENDEN DILLON,8475455.0,D,L,76.0,225.0,1990-11-13,CAN
BRIAN DUMOULIN,8475208.0,D,L,76.0,214.0,1991-09-06,USA
DOUGIE HAMILTON,8476462.0,D,R,78.0,230.0,1993-06-17,CAN
LUKE HUGHES,8482684.0,D,L,74.0,198.0,2003-09-09,USA
JOHNATHAN KOVACEVIC,8480192.0,D,R,77.0,223.0,1997-07-12,CAN
SIMON NEMEC,8483495.0,D,R,73.0,190.0,2004-02-15,SVK
BRETT PESCE,8477488.0,D,R,75.0,206.0,1994-11-15,USA
JONAS SIEGENTHALER,8478399.0,D,L,74.0,218.0,1997-05-06,CHE
JAKE ALLEN,8474596.0,G,L,74.0,197.0,1990-08-07,CAN
JACOB MARKSTROM,8474593.0,G,L,78.0,207.0,1990-01-31,SWE
ZACH BENSON,8484145.0,L,L,70.0,170.0,2005-05-12,CAN
JORDAN GREENWAY,8478413.0,L,L,78.0,231.0,1997-02-16,USA
TYSON KOZAK,8482896.0,C,L,71.0,185.0,2002-12-29,CAN
PEYTON KREBS,8481522.0,C,L,72.0,186.0,2001-01-26,CAN
JIRI KULICH,8483468.0,C,L,73.0,190.0,2004-04-14,CZE
SAM LAFFERTY,8478043.0,C,R,74.0,205.0,1995-03-06,USA
BECK MALENSTYN,8479359.0,L,L,75.0,209.0,1998-02-04,CAN
RYAN MCLEOD,8480802.0,C,L,75.0,188.0,1999-09-21,CAN
BRETT MURRAY,8479419.0,L,L,77.0,228.0,1998-07-20,CAN
JOSH NORRIS,8480064.0,C,L,74.0,196.0,1999-05-05,USA
JJ PETERKA,8482175.0,R,L,72.0,189.0,2002-01-14,DEU
JACK QUINN,8482097.0,R,R,73.0,185.0,2001-09-19,CAN
ISAK ROSEN,8482765.0,R,L,72.0,173.0,2003-03-15,SWE
TAGE THOMPSON,8479420.0,C,R,78.0,220.0,1997-10-30,USA
ALEX TUCH,8477949.0,R,R,76.0,219.0,1996-05-10,USA
JASON ZUCKER,8475722.0,L,L,71.0,195.0,1992-01-16,USA
JACOB BERNARD-DOCKER,8480879.0,D,R,73.0,198.0,2000-06-30,CAN
JACOB BRYSON,8480196.0,D,L,69.0,177.0,1997-11-18,CAN
BOWEN BYRAM,8481524.0,D,L,73.0,205.0,2001-06-13,CAN
CONNOR CLIFTON,8477365.0,D,R,71.0,195.0,1995-04-28,USA
RASMUS DAHLIN,8480839.0,D,L,75.0,204.0,2000-04-13,SWE
OWEN POWER,8482671.0,D,L,78.0,226.0,2002-11-22,CAN
MATTIAS SAMUELSSON,8480807.0,D,L,76.0,227.0,2000-03-14,USA
UKKO-PEKKA LUUKKONEN,8480045.0,G,L,77.0,223.0,1999-03-09,FIN
JAMES REIMER,8473503.0,G,L,74.0,200.0,1988-03-15,CAN
ZACK BOLDUC,8482737.0,C,L,72.0,187.0,2003-02-24,CAN
PAVEL BUCHNEVICH,8477402.0,L,L,73.0,196.0,1995-04-17,RUS
RADEK FAKSA,8476889.0,C,L,75.0,215.0,1994-01-09,CZE
DYLAN HOLLOWAY,8482077.0,C,L,73.0,206.0,2001-09-23,CAN
MATHIEU JOSEPH,8478472.0,R,L,73.0,186.0,1997-02-09,CAN
JORDAN KYROU,8479385.0,C,R,73.0,196.0,1998-05-05,CAN
JAKE NEIGHBOURS,8482089.0,L,L,72.0,201.0,2002-03-29,CAN
BRAYDEN SCHENN,8475170.0,C,L,73.0,199.0,1991-08-22,CAN
OSKAR SUNDQVIST,8476897.0,C,R,75.0,220.0,1994-03-23,SWE
ALEXANDRE TEXIER,8480074.0,C,L,73.0,201.0,1999-09-13,FRA
ROBERT THOMAS,8480023.0,C,R,72.0,207.0,1999-07-02,CAN
ALEXEY TOROPCHENKO,8480281.0,R,L,78.0,222.0,1999-06-25,RUS
NATHAN WALKER,8477573.0,L,L,69.0,187.0,1994-02-07,GBR
PHILIP BROBERG,8481598.0,D,L,76.0,212.0,2001-06-25,SWE
JUSTIN FAULK,8475753.0,D,R,72.0,214.0,1992-03-20,USA
CAM FOWLER,8475764.0,D,L,74.0,210.0,1991-12-05,CAN
MATTHEW KESSEL,8482516.0,D,R,74.0,205.0,2000-06-23,USA
NICK LEDDY,8475181.0,D,L,72.0,205.0,1991-03-20,USA
COLTON PARAYKO,8476892.0,D,R,78.0,228.0,1993-05-12,CAN
RYAN SUTER,8470600.0,D,L,73.0,201.0,1985-01-21,USA
TYLER TUCKER,8481006.0,D,L,73.0,204.0,2000-03-01,CAN
JORDAN BINNINGTON,8476412.0,G,L,74.0,172.0,1993-07-11,CAN
JOEL HOFER,8480981.0,G,L,77.0,179.0,2000-07-30,CAN
MATTY BENIERS,8482665.0,C,L,74.0,181.0,2002-11-05,USA
ANDRE BURAKOVSKY,8477444.0,L,L,75.0,203.0,1995-02-09,AUT
JORDAN EBERLE,8474586.0,R,R,71.0,180.0,1990-05-15,CAN
MICHAEL EYSSIMONT,8479591.0,C,L,72.0,191.0,1996-09-09,USA
JOHN HAYDEN,8477401.0,C,R,75.0,223.0,1995-02-14,USA
KAAPO KAKKO,8481554.0,R,L,73.0,215.0,2001-02-13,FIN
TYE KARTYE,8481789.0,L,L,71.0,202.0,2001-04-30,CAN
JARED MCCANN,8477955.0,L,L,73.0,191.0,1996-05-31,CAN
JANI NYMAN,8483497.0,R,L,74.0,212.0,2004-07-30,FIN
JADEN SCHWARTZ,8475768.0,C,L,70.0,185.0,1992-06-25,CAN
CHANDLER STEPHENSON,8476905.0,C,L,72.0,201.0,1994-04-22,CAN
EELI TOLVANEN,8480009.0,R,L,70.0,182.0,1999-04-22,FIN
SHANE WRIGHT,8483524.0,C,R,72.0,192.0,2004-01-05,CAN
VINCE DUNN,8478407.0,D,L,72.0,200.0,1996-10-29,CAN
RYKER EVANS,8482858.0,D,L,72.0,195.0,2001-12-13,CAN
CALE FLEURY,8479985.0,D,R,73.0,204.0,1998-11-19,CAN
ADAM LARSSON,8476457.0,D,R,75.0,207.0,1992-11-12,SWE
JOSHUA MAHURA,8479372.0,D,L,72.0,193.0,1998-05-05,CAN
BRANDON MONTOUR,8477986.0,D,R,72.0,199.0,1994-04-11,CAN
JAMIE OLEKSIAK,8476467.0,D,L,79.0,252.0,1992-12-21,CAN
JOEY DACCORD,8478916.0,G,L,74.0,201.0,1996-08-19,USA
PHILIPP GRUBAUER,8475831.0,G,L,73.0,188.0,1991-11-25,DEU
ALEKSANDER BARKOV,8477493.0,C,L,75.0,214.0,1995-09-02,FIN
SAM BENNETT,8477935.0,C,L,73.0,193.0,1996-06-20,CAN
JESPER BOQVIST,8480003.0,C,L,73.0,190.0,1998-10-30,SWE
JONAH GADJOVICH,8479981.0,L,L,75.0,211.0,1998-10-12,CAN
A.J. GREER,8478421.0,L,L,75.0,209.0,1996-12-14,CAN
ANTON LUNDELL,8482113.0,C,L,73.0,196.0,2001-10-03,FIN
EETU LUOSTARINEN,8480185.0,C,L,75.0,191.0,1998-09-02,FIN
BRAD MARCHAND,8473419.0,C,L,69.0,180.0,1988-05-11,CAN
TOMAS NOSEK,8477931.0,L,L,75.0,199.0,1992-09-01,CZE
SAM REINHART,8477933.0,C,R,73.0,196.0,1995-11-06,CAN
EVAN RODRIGUES,8478542.0,C,R,71.0,182.0,1993-07-28,CAN
MACKIE SAMOSKEVICH,8482713.0,R,R,71.0,180.0,2002-11-15,USA
NICO STURM,8481477.0,C,L,75.0,209.0,1995-05-03,DEU
MATTHEW TKACHUK,8479314.0,L,L,74.0,202.0,1997-12-11,USA
CARTER VERHAEGHE,8477409.0,C,L,74.0,183.0,1995-08-14,CAN
UVIS BALINSKIS,8484304.0,D,L,72.0,196.0,1996-08-01,LVA
GUSTAV FORSLING,8478055.0,D,L,73.0,199.0,1996-06-12,SWE
SETH JONES,8477495.0,D,R,76.0,213.0,1994-10-03,USA
DMITRY KULIKOV,8475179.0,D,L,73.0,212.0,1990-10-29,RUS
NIKO MIKKOLA,8478859.0,D,L,78.0,204.0,1996-04-27,FIN
NATE SCHMIDT,8477220.0,D,L,72.0,197.0,1991-07-16,USA
SERGEI BOBROVSKY,8475683.0,G,L,74.0,180.0,1988-09-20,RUS
VITEK VANECEK,8477970.0,G,L,74.0,184.0,1996-01-09,CZE
JOHN BEECHER,8481556.0,C,L,75.0,220.0,2001-04-05,USA
PATRICK BROWN,8477887.0,C,R,73.0,218.0,1992-05-29,USA
MORGAN GEEKIE,8479987.0,C,R,75.0,208.0,1998-07-20,CAN
MARK KASTELIC,8480355.0,C,R,76.0,227.0,1999-03-11,USA
MARAT KHUSNUTDINOV,8482177.0,C,L,71.0,176.0,2002-07-17,RUS
COLE KOEPKE,8481043.0,L,L,73.0,207.0,1998-05-17,USA
JAKUB LAUKO,8480880.0,C,L,73.0,193.0,2000-03-28,CZE
VINNI LETTIERI,8479968.0,C,R,70.0,184.0,1995-02-06,USA
ELIAS LINDHOLM,8477496.0,C,R,73.0,202.0,1994-12-02,SWE
CASEY MITTELSTADT,8479999.0,C,L,73.0,195.0,1998-11-22,USA
DAVID PASTRNAK,8477956.0,R,R,72.0,200.0,1996-05-25,CZE
PAVEL ZACHA,8478401.0,C,L,75.0,206.0,1997-04-06,CZE
HENRI JOKIHARJU,8480035.0,D,R,72.0,200.0,1999-06-17,FIN
HAMPUS LINDHOLM,8476854.0,D,L,76.0,224.0,1994-01-20,SWE
MASON LOHREI,8482511.0,D,L,77.0,220.0,2001-01-17,USA
CHARLIE MCAVOY,8479325.0,D,R,73.0,213.0,1997-12-21,USA
IAN MITCHELL,8480070.0,D,R,72.0,192.0,1999-01-18,CAN
ANDREW PEEKE,8479369.0,D,R,75.0,214.0,1998-03-17,USA
PARKER WOTHERSPOON,8478450.0,D,L,73.0,192.0,1997-08-24,CAN
NIKITA ZADOROV,8477507.0,D,L,78.0,248.0,1995-04-16,RUS
JOONAS KORPISALO,8476914.0,G,L,75.0,199.0,1994-04-28,FIN
JEREMY SWAYMAN,8480280.0,G,L,75.0,195.0,1998-11-24,USA
NICK BJUGSTAD,8475760.0,C,R,77.0,205.0,1992-07-17,USA
MICHAEL CARCONE,8479619.0,L,L,69.0,182.0,1996-05-19,CAN
LOGAN COOLEY,8483431.0,C,L,72.0,191.0,2004-05-04,USA
LAWSON CROUSE,8478474.0,L,L,76.0,214.0,1997-06-23,CAN
JOSH DOAN,8482659.0,R,R,74.0,198.0,2002-02-01,USA
DYLAN GUENTHER,8482699.0,R,R,73.0,191.0,2003-04-10,CAN
BARRETT HAYTON,8480849.0,C,L,73.0,200.0,2000-06-09,CAN
CLAYTON KELLER,8479343.0,C,L,70.0,175.0,1998-07-29,USA
ALEXANDER KERFOOT,8477021.0,C,L,71.0,185.0,1994-08-11,CAN
MATIAS MACCELLI,8481711.0,L,L,71.0,185.0,2000-10-14,FIN
JACK MCBAIN,8480855.0,C,L,76.0,219.0,2000-01-06,CAN
LIAM O'BRIEN,8477070.0,C,L,73.0,215.0,1994-07-29,CAN
NICK SCHMALTZ,8477951.0,C,R,72.0,184.0,1996-02-23,USA
KEVIN STENLUND,8478831.0,C,R,75.0,213.0,1996-09-20,SWE
ROBERT BORTUZZO,8474145.0,D,R,76.0,206.0,1989-03-18,CAN
IAN COLE,8474013.0,D,L,73.0,237.0,1989-02-21,USA
NICK DESIMONE,8480084.0,D,R,74.0,194.0,1994-11-21,USA
MICHAEL KESSELRING,8480891.0,D,R,77.0,215.0,2000-01-13,USA
JOHN MARINO,8478507.0,D,R,73.0,200.0,1997-05-21,USA
OLLI MÄÄTTÄ,8476874.0,D,L,74.0,207.0,1994-08-22,FIN
MIKHAIL SERGACHEV,8479410.0,D,L,75.0,212.0,1998-06-25,RUS
JAXSON STAUBER,8483530.0,G,L,75.0,174.0,1999-04-27,USA
KAREL VEJMELKA,8478872.0,G,R,76.0,221.0,1996-05-25,CZE
CONNOR BEDARD,8484144.0,C,R,70.0,185.0,2005-07-17,CAN
TYLER BERTUZZI,8477479.0,L,L,74.0,200.0,1995-02-24,CAN
COLTON DACH,8482703.0,C,L,76.0,196.0,2003-01-04,CAN
JASON DICKINSON,8477450.0,C,L,74.0,200.0,1995-07-04,CAN
RYAN DONATO,8477987.0,C,L,72.0,190.0,1996-04-09,USA
NICK FOLIGNO,8473422.0,L,L,72.0,210.0,1987-10-31,USA
PHILIPP KURASHEV,8480798.0,C,L,72.0,190.0,1999-10-12,CHE
PATRICK MAROON,8474034.0,L,L,75.0,234.0,1988-04-23,USA
ILYA MIKHEYEV,8481624.0,R,L,74.0,192.0,1994-10-10,RUS
FRANK NAZAR,8483493.0,C,R,70.0,190.0,2004-01-14,USA
LUKAS REICHEL,8482117.0,L,L,72.0,170.0,2002-05-17,DEU
LANDON SLAGGERT,8482172.0,L,L,72.0,180.0,2002-06-25,USA
TEUVO TERAVAINEN,8476882.0,C,L,71.0,191.0,1994-09-11,FIN
JOE VELENO,8480813.0,C,L,73.0,201.0,2000-01-13,CAN
TJ BRODIE,8474673.0,D,L,74.0,187.0,1990-06-07,CAN
LOUIS CREVIER,8481806.0,D,R,80.0,228.0,2001-05-04,CAN
ETHAN DEL MASTRO,8482807.0,D,L,76.0,210.0,2003-01-15,CAN
WYATT KAISER,8482176.0,D,L,72.0,173.0,2002-07-31,USA
ARTYOM LEVSHUNOV,8484783.0,D,R,74.0,208.0,2005-10-28,BLR
ALEC MARTINEZ,8474166.0,D,L,73.0,210.0,1987-07-26,USA
CONNOR MURPHY,8476473.0,D,R,76.0,212.0,1993-03-26,USA
ALEX VLASIC,8481568.0,D,L,78.0,217.0,2001-06-05,USA
SPENCER KNIGHT,8481519.0,G,L,75.0,191.0,2001-04-19,USA
ARVID SODERBLOM,8482821.0,G,L,75.0,180.0,1999-08-19,SWE
MAX DOMI,8477503.0,C,L,70.0,209.0,1995-03-02,CAN
PONTUS HOLMBERG,8480995.0,R,L,72.0,201.0,1999-03-09,SWE
CALLE JARNKROK,8475714.0,C,R,72.0,191.0,1991-09-25,SWE
DAVID KAMPF,8480144.0,C,L,74.0,193.0,1995-01-12,CZE
MATTHEW KNIES,8482720.0,L,L,75.0,227.0,2002-10-17,USA
SCOTT LAUGHTON,8476872.0,L,L,73.0,191.0,1994-05-30,CAN
STEVEN LORENTZ,8478904.0,C,L,76.0,216.0,1996-04-13,CAN
MITCH MARNER,8478483.0,R,R,72.0,180.0,1997-05-05,CAN
AUSTON MATTHEWS,8479318.0,C,L,75.0,217.0,1997-09-17,USA
BOBBY MCMANN,8482259.0,C,L,74.0,215.0,1996-06-15,CAN
WILLIAM NYLANDER,8477939.0,R,R,72.0,202.0,1996-05-01,CAN
MAX PACIORETTY,8474157.0,L,L,74.0,217.0,1988-11-20,USA
NICHOLAS ROBERTSON,8481582.0,L,L,69.0,178.0,2001-09-11,USA
JOHN TAVARES,8475166.0,C,L,73.0,211.0,1990-09-20,CAN
SIMON BENOIT,8481122.0,D,L,76.0,211.0,1998-09-19,CAN
BRANDON CARLO,8478443.0,D,R,77.0,220.0,1996-11-26,USA
OLIVER EKMAN-LARSSON,8475171.0,D,L,74.0,192.0,1991-07-17,SWE
JANI HAKANPÄÄ,8475825.0,D,R,79.0,225.0,1992-03-31,FIN
JAKE MCCABE,8476931.0,D,L,73.0,212.0,1993-10-12,USA
PHILIPPE MYERS,8479026.0,D,R,77.0,219.0,1997-01-25,CAN
MORGAN RIELLY,8476853.0,D,L,73.0,225.0,1994-03-09,CAN
CHRIS TANEV,8475690.0,D,R,75.0,199.0,1989-12-20,CAN
ANTHONY STOLARZ,8476932.0,G,L,78.0,243.0,1994-01-20,USA
JOSEPH WOLL,8479361.0,G,L,75.0,206.0,1998-07-12,USA
JOSH ANDERSON,8476981.0,R,R,75.0,226.0,1994-05-07,CAN
JOEL ARMIA,8476469.0,R,R,75.0,216.0,1993-05-31,FIN
COLE CAUFIELD,8481540.0,R,R,68.0,175.0,2001-01-02,USA
KIRBY DACH,8481523.0,C,R,76.0,221.0,2001-01-21,CAN
CHRISTIAN DVORAK,8477989.0,C,L,73.0,190.0,1996-02-02,USA
JAKE EVANS,8478133.0,C,R,72.0,190.0,1996-06-02,CAN
BRENDAN GALLAGHER,8475848.0,R,R,69.0,185.0,1992-05-06,CAN
EMIL HEINEMAN,8482476.0,L,L,74.0,198.0,2001-11-16,SWE
PATRIK LAINE,8479339.0,R,R,76.0,208.0,1998-04-19,FIN
ALEX NEWHOOK,8481618.0,C,L,71.0,200.0,2001-01-28,CAN
MICHAEL PEZZETTA,8479543.0,L,L,73.0,219.0,1998-03-13,CAN
JOSHUA ROY,8482749.0,R,L,72.0,192.0,2003-08-06,CAN
JURAJ SLAFKOVSKÝ,8483515.0,L,L,75.0,225.0,2004-03-30,SVK
NICK SUZUKI,8480018.0,C,R,71.0,207.0,1999-08-10,CAN
ALEXANDRE CARRIER,8478851.0,D,R,71.0,174.0,1996-10-08,CAN
KAIDEN GUHLE,8482087.0,D,L,75.0,202.0,2002-01-18,CAN
LANE HUTSON,8483457.0,D,L,69.0,162.0,2004-02-14,USA
MIKE MATHESON,8476875.0,D,L,74.0,196.0,1994-02-27,CAN
DAVID SAVARD,8475233.0,D,R,73.0,235.0,1990-10-22,CAN
JAYDEN STRUBLE,8481593.0,D,L,72.0,207.0,2001-09-08,USA
ARBER XHEKAJ,8482964.0,D,L,76.0,240.0,2001-01-30,CAN
JAKUB DOBES,8482487.0,G,L,76.0,215.0,2001-05-27,CZE
SAM MONTEMBEAULT,8478470.0,G,L,75.0,218.0,1996-10-30,CAN
NOEL ACCIARI,8478569.0,C,R,71.0,209.0,1991-12-01,USA
EMIL BEMSTROM,8480205.0,C,R,72.0,190.0,1999-06-01,SWE
SIDNEY CROSBY,8471675.0,C,L,71.0,200.0,1987-08-07,CAN
CONNOR DEWAR,8480980.0,C,L,70.0,192.0,1999-06-26,CAN
KEVIN HAYES,8475763.0,R,L,77.0,216.0,1992-05-08,USA
DANTON HEINEN,8478046.0,L,L,74.0,195.0,1995-07-05,CAN
BOKONDJI IMAMA,8478147.0,L,L,73.0,221.0,1996-08-03,CAN
BLAKE LIZOTTE,8481481.0,C,L,69.0,173.0,1997-12-13,USA
EVGENI MALKIN,8471215.0,C,L,77.0,210.0,1986-07-31,RUS
MATT NIETO,8476442.0,L,L,71.0,189.0,1992-11-05,USA
TOMMY NOVAK,8478438.0,C,L,73.0,179.0,1997-04-28,USA
RICKARD RAKELL,8476483.0,R,R,73.0,191.0,1993-05-05,SWE
BRYAN RUST,8475810.0,R,R,71.0,198.0,1992-05-11,USA
PHILIP TOMASINO,8481577.0,C,R,72.0,190.0,2001-07-28,CAN
SEBASTIAN AHO,8480222.0,D,L,70.0,176.0,1996-02-17,SWE
RYAN GRAVES,8477435.0,D,L,77.0,222.0,1995-05-21,CAN
MATT GRZELCYK,8476891.0,D,L,70.0,180.0,1994-01-05,USA
P.O JOSEPH,8480058.0,D,L,74.0,185.0,1999-07-01,CAN
ERIK KARLSSON,8474578.0,D,R,72.0,186.0,1990-05-31,SWE
VLADISLAV KOLYACHONOK,8481609.0,D,L,74.0,195.0,2001-05-26,BLR
KRIS LETANG,8471724.0,D,R,72.0,193.0,1987-04-24,CAN
RYAN SHEA,8478854.0,D,L,73.0,220.0,1997-02-11,USA
CONOR TIMMINS,8479982.0,D,R,75.0,213.0,1998-09-18,CAN
TRISTAN JARRY,8477465.0,G,L,74.0,195.0,1995-04-29,CAN
ALEX NEDELJKOVIC,8477968.0,G,L,72.0,203.0,1996-01-07,USA
BRETT BERARD,8482132.0,L,L,69.0,175.0,2002-09-09,USA
JONNY BRODZINSKI,8477380.0,C,R,72.0,211.0,1993-06-19,USA
SAM CARRICK,8475842.0,C,R,72.0,202.0,1992-02-04,CAN
WILL CUYLLE,8482157.0,L,L,75.0,212.0,2002-02-05,CAN
ADAM EDSTROM,8481726.0,C,L,79.0,241.0,2000-10-12,SWE
ARTHUR KALIYEV,8481560.0,R,L,74.0,210.0,2001-06-26,UZB
CHRIS KREIDER,8475184.0,L,L,75.0,230.0,1991-04-30,USA
ALEXIS LAFRENIÈRE,8482109.0,L,L,74.0,196.0,2001-10-11,CAN
J.T. MILLER,8476468.0,L,L,73.0,218.0,1993-03-14,USA
BRENNAN OTHMANN,8482747.0,L,L,72.0,192.0,2003-01-05,CAN
ARTEMI PANARIN,8478550.0,L,R,72.0,177.0,1991-10-30,RUS
JUUSO PARSSINEN,8481704.0,C,L,75.0,212.0,2001-02-01,FIN
MATT REMPE,8482460.0,C,R,81.0,255.0,2002-06-29,CAN
VINCENT TROCHECK,8476389.0,C,R,71.0,188.0,1993-07-11,USA
MIKA ZIBANEJAD,8476459.0,C,R,74.0,203.0,1993-04-18,SWE
WILL BORGEN,8478840.0,D,R,75.0,204.0,1996-12-19,USA
CALVIN DE HAAN,8475177.0,D,L,73.0,192.0,1991-05-09,CAN
ADAM FOX,8479323.0,D,R,71.0,180.0,1998-02-17,USA
ZAC JONES,8481708.0,D,L,71.0,190.0,2000-10-18,USA
K'ANDRE MILLER,8480817.0,D,L,77.0,210.0,2000-01-21,USA
BRADEN SCHNEIDER,8482073.0,D,R,76.0,213.0,2001-09-20,CAN
CARSON SOUCY,8477369.0,D,L,77.0,208.0,1994-07-27,CAN
URHO VAAKANAINEN,8480001.0,D,L,74.0,205.0,1999-01-01,FIN
JONATHAN QUICK,8471734.0,G,L,73.0,220.0,1986-01-21,USA
IGOR SHESTERKIN,8478048.0,G,L,73.0,195.0,1995-12-30,RUS
MASON APPLETON,8478891.0,C,R,74.0,194.0,1996-01-15,USA
MORGAN BARRON,8480289.0,C,L,76.0,220.0,1998-12-02,CAN
KYLE CONNOR,8478398.0,L,L,73.0,183.0,1996-12-09,USA
NIKOLAJ EHLERS,8477940.0,L,L,72.0,172.0,1996-02-14,DNK
DAVID GUSTAFSSON,8481019.0,C,L,74.0,196.0,2000-04-11,SWE
ALEX IAFALLO,8480113.0,L,L,72.0,201.0,1993-12-21,USA
RASMUS KUPARI,8480845.0,C,R,74.0,201.0,2000-03-15,FIN
ADAM LOWRY,8476392.0,C,L,77.0,210.0,1993-03-29,USA
VLADISLAV NAMESTNIKOV,8476480.0,C,L,72.0,181.0,1992-11-22,RUS
NINO NIEDERREITER,8475799.0,R,L,74.0,218.0,1992-09-08,CHE
COLE PERFETTI,8482149.0,C,L,71.0,185.0,2002-01-01,CAN
MARK SCHEIFELE,8476460.0,C,R,75.0,207.0,1993-03-15,CAN
BRANDON TANEV,8479293.0,L,L,72.0,189.0,1991-12-31,CAN
GABRIEL VILARDI,8480014.0,C,R,75.0,216.0,1999-08-16,CAN
DYLAN DEMELO,8476331.0,D,R,73.0,194.0,1993-05-01,CAN
